int_col_0,float_col_1,int_col_2,float_col_3,int_col_4,float_col_5,int_col_6,float_col_7,int_col_8,float_col_9,str_col_0,str_col_1,str_col_2,str_col_3,str_col_4,str_col_5,date_col_0,date_col_1,bool_col_0,bool_col_1,id
372,368.46008974777345,795,800.1968651019135,982,602.3338552553028,68,843.2651781710409,785,910.5931944142379,ZqDHTZhfIz,nGjSZgZHoO,gFUMJjIXCn,rZVByaKjqY,ZplsSZDxAa,eLmSjNGrXc,2023-07-27 08:13:57,2022-05-09 10:18:32,False,False,id_227
266,932.9207377892933,244,132.86209779471614,847,277.079193676971,557,863.9309572684981,789,121.59212943488362,HwdfWLgTOb,tIVszdoLav,WuoWYOgXVS,ixfbtjzzHg,IaoIqjVchp,QrCNjIpuSF,2021-05-11 15:34:17,2023-12-22 16:35:14,True,True,id_228
362,145.7262902868901,319,621.8812000745716,753,76.61463234626098,424,314.9221068436793,319,398.18023731949205,tnMYTAiruv,WzdZTwiGyY,xhLyRamDSL,gllVdVBpUm,XKvfHXDele,WHWQSSOGGe,2021-08-12 06:46:43,2023-04-22 11:50:16,False,True,id_229
470,495.7800695250268,457,971.4351049215442,457,31.453690281249223,604,663.8425787449241,436,242.44068970227784,bhnQSUKbzJ,JqaITmrZmu,hTXmHpMlaq,xuhnRTNZFQ,ZLBEVfCnTR,UnmMGTgPJe,2021-10-24 01:19:42,2022-07-18 04:53:45,True,False,id_230
465,321.07640444287875,403,223.02307340916883,168,744.0783274025962,445,592.1821510982667,316,122.17198028731735,lKPkCsgbFJ,iBBKodqibn,HSLXFkszmE,LcnWpPcidy,DhDAjrwtPf,TEhwGokbnX,2022-12-23 17:11:13,2023-04-17 19:57:19,True,True,id_231
811,172.37303245337444,547,385.3411484478653,872,376.0244064856505,250,738.0587381638657,919,375.9556626760406,KMGbOMONzy,dUDQcgFFgI,lnjVpbBYDJ,EkeOAYZaii,tLkClgazVa,HynQucrKUu,2022-02-19 23:32:17,2023-11-09 10:32:00,True,False,id_232
556,791.1752287635859,62,221.82215371492498,248,950.6964882232603,539,353.8350061290747,539,528.5005840253361,BxThzflSjv,QRaiVPrvSk,vGzfVWNGke,ZwrHuiZnOM,LyMUGzFzMp,eeMOyZVzox,2022-03-20 13:08:14,2022-06-01 13:10:16,False,True,id_233
11,803.8224872607661,762,538.556261897404,152,423.9202457377018,117,631.7613948540463,903,440.21804145022793,rGdIOeEKeK,SIwCOXyrzS,NpQotuyeZX,PGqRjUhlwI,tLhcApbpjb,fPwJDGeSzd,2023-09-18 18:36:17,2022-05-26 13:39:24,True,True,id_234
79,894.979370766414,823,363.67295482679407,389,59.074234538240454,9,730.2244000713791,366,828.7549034761133,FQiSRZYfdh,uYElQVMKin,hUMuyCgeOh,mmQbxDdhvW,YNLKNotolz,TaZRIQRJqp,2023-08-08 23:03:05,2020-08-11 09:28:15,True,False,id_235
315,720.526854768593,43,320.2094234355709,411,216.95651081371793,574,444.838252036361,509,737.0306027441056,ikWGnDfRAp,BmBNnaYlhK,jzabXtDSlv,GfaNRmGYGL,esIQCiToQt,GQsKLUTGjV,2020-03-22 22:14:05,2022-01-29 14:28:50,True,True,id_236
512,4.14452707239743,707,466.6116268361734,36,571.1050045117589,241,535.2842015826276,614,604.50699161429,hsmfcUjbOj,bnbjdknApS,EPxBndzEni,urnTYxqhcG,iNYFSSwFzS,EOMScimkgK,2022-04-14 14:59:06,2023-06-19 18:45:23,False,False,id_237
601,388.5503700614528,852,968.2621190309319,140,463.6457550500528,923,37.72231528714476,374,639.9061460863812,MgFAuMZXrA,mYUvbMplrA,HqFudATxbA,mYQlYFpVvG,twRjzBsMXi,BjJqsAoqDZ,2022-01-16 10:56:46,2020-11-09 00:45:56,True,True,id_238
782,66.38386442344724,244,288.874444880294,107,860.560980688894,501,509.20197847466966,461,163.74823515404836,bsjduHBTFM,aFDZCMWehA,ocwkwvqgYU,ptwXKCejqw,QGWbSmMukf,kQzpIIHxcn,2023-02-13 08:24:24,2023-11-10 08:02:11,True,False,id_239
533,745.7644952117853,274,615.949723902991,4,604.9425644288856,590,697.8934555399937,270,423.5511403707286,ihcWajjAus,pNXccJQVnV,fESpaGWtih,ymtanilTIs,xDjoUvXUOT,LEWIaWbIhY,2022-12-22 07:44:52,2022-03-10 17:02:47,True,False,id_240
916,989.3435012772131,941,216.96985919801216,134,795.0007902701694,881,586.5719875247279,398,923.2625719428078,VNSxgddgHj,MVtvfuVpIu,EXAZmFWPQc,dGEJDevIfE,CjHtWKINrW,ORtNGANtJN,2023-02-26 06:28:36,2023-12-01 09:36:27,True,True,id_241
800,434.12296899261315,907,784.2803789444148,261,967.5153582095757,854,814.172473797196,589,650.8429057288907,TUzRKfXtkG,nUAHYAmDST,QTvBfgXsdK,XJNsSyAnkg,sWSCrEkdJj,aJnAXfyqsD,2020-11-18 07:25:50,2022-06-14 00:15:07,False,False,id_242
828,55.99636483162196,341,807.9734686052067,76,676.2101541955624,858,42.18897123864351,545,507.8934484044058,exSSBmFjLz,PUkMcXrciP,WrDlFEBxDK,jpdYFMdfeV,gvZlRpEqtV,XRESaWlptX,2022-07-16 12:09:32,2023-01-26 15:54:09,True,True,id_243
226,441.07609603925255,277,85.43752260578563,880,710.7275340798145,922,907.0399502921101,956,891.5686348404903,BGKuEIqmZG,zrTXiIwcyX,nwLpLHggtB,YtnfxAapzq,amOtoOmenE,kkVFAULnwQ,2020-01-21 20:44:29,2023-04-26 15:08:05,True,True,id_244
748,233.57818735482738,166,148.30235780784906,62,310.8093002360377,931,887.689512655678,574,251.67262857932437,ZUFmtUvfPy,zNSGyCKHpE,uxOFOMbSUr,wYZhdXBhib,bdAlMTzxDw,bdoMiKdequ,2022-11-29 06:50:54,2022-10-16 23:31:03,False,True,id_245
941,433.99108039473845,215,681.6091383962957,960,822.0102874478438,226,839.2809411914257,481,548.5256165454317,fNGHhaPRyP,vKiMRCMKof,eorIeSkKDD,kBUiJherXO,GOwwsKtxZy,YzPCxeLlHs,2020-04-18 01:04:25,2022-04-17 04:08:55,True,False,id_246
119,664.6848970046271,493,863.6145078981327,860,2.3624055644603237,362,585.5571821131701,669,222.42723473150795,jugtNtxdFT,WTjpBnYQig,hbPlHOeYjN,eWPJlwKDPY,OIOfIisUHK,QYfeTPbySy,2023-08-27 14:51:18,2023-05-06 08:16:41,True,True,id_247
510,912.7019637213176,434,638.9559355846616,185,710.1960688738649,533,899.7241161047398,861,24.716814000523613,NHeMxWjbbo,qCinfHYnzL,EmXgdHxeqb,HzLOBobrXI,tehFZRKthF,YcFMzbigAe,2020-03-23 05:05:48,2023-07-19 10:35:39,True,False,id_248
728,564.9557150869446,883,802.65804739721,191,620.1687522718995,963,21.108900149343857,691,427.1506313957788,JEYHEvTOhR,EOTusxEAXI,MWCVoZrsGW,cRkYrQrXdg,synHewhffG,bEhrAgcgqJ,2023-11-16 18:57:20,2023-11-25 06:39:58,False,True,id_249
766,26.82266876045758,622,523.7799264907528,34,856.8827060002103,180,759.6764714737101,786,910.6233213004843,kgYwzRaljk,BHqfGtVjKP,PXsfHsEvlw,omHRVMmEnv,xofpprXxvx,LoSuUVgqJq,2023-02-12 09:14:57,2023-10-30 19:40:23,False,True,id_250
702,492.8190362283663,167,493.6421287360594,211,151.8865494600108,309,134.1651088400817,926,824.9018451386761,khpfwBUxlG,MzQsKjHVDD,kVKELziJlq,LIzDZtsfMI,fzgrQlPhBK,qzlkDSHrmY,2020-05-27 23:10:56,2020-05-08 23:59:38,True,True,id_251
107,924.1398516195263,25,505.9555493360658,575,376.06364672350077,420,847.2852526957562,41,357.6426888129719,kyyhTbRcHq,DyxCVkmvpI,uMXPhxoXSI,jnCqXyHAhM,ShwKVPrjbB,sqaCftmDUi,2023-07-26 17:13:36,2023-05-20 16:32:59,False,False,id_252
329,241.4327857822971,144,705.595081779745,723,641.312836890703,151,782.3448906288609,521,820.038239555798,uFotQPCwVP,IThVZctGMh,AjtBATzrwN,MpanavABFL,sfJAtmuDCy,MDcqjGpdNA,2023-07-04 10:36:08,2020-05-21 20:08:19,False,True,id_253
13,88.48237131397929,850,411.2637438136734,407,745.099583235284,219,418.7650164522526,448,313.1503269260941,OiBTpiNkPS,OhdEEhmzEU,tYNUTOUmUJ,djGAmseQvh,hRZWhOdhBC,dNkaHEvOGv,2021-10-12 19:34:43,2022-12-14 09:54:12,True,True,id_254
498,368.8937995384345,90,355.3213940670259,222,90.22572866000877,444,49.176069475497684,770,443.7139810712146,aBPtgSeSro,mQstxjdCkr,eDgPwGSmPS,XqeXOnuXOh,ZGwDIyyHTg,ngPkQwfxYF,2022-06-01 08:33:27,2021-11-25 05:14:52,True,True,id_255
588,503.5228743672576,480,250.47496702945705,353,34.97920801908039,495,748.0099719385181,136,342.67933981795915,bstUwmLUHp,lkARHgeaUp,vCNUUuWHgC,SfozfJeCVL,HbzsPeWZom,atmaWDUBaK,2023-03-25 10:41:20,2022-07-09 22:54:44,False,False,id_256
303,384.7350643603336,776,336.76401739589636,934,11.850306921131315,772,990.2381880521748,588,231.7816554446399,cafRWscGkd,PAuJbDHion,zAdodBotgv,zVsDYIEeZA,tVJxmRpTaF,ItaDmmFyNt,2021-10-21 17:37:51,2023-06-19 14:42:26,False,True,id_257
740,26.996137052116566,978,937.3372240532227,107,986.4341121825562,680,92.563863855065,451,539.8173361672742,UijfcLltZd,yOZinChKmE,dDxRzIOFjq,brQYtWnmlv,aGQiUQwBDH,lqrVBbtaGK,2022-10-13 13:00:55,2023-10-30 09:06:25,False,True,id_258
653,943.3199125288291,818,625.5563497724279,416,425.66099426805704,154,379.5505921446034,467,514.4729334015783,ShnKelepXv,TMkJEPipxF,IpJpbTbqnU,VwtxDQOQNN,koHPUZOlfE,JMiZNgULgp,2021-12-03 11:25:43,2022-11-14 22:04:30,False,True,id_259
753,810.6077211114183,294,735.6001481685325,26,649.7024025649516,139,769.9188619448036,576,728.8661035900997,LLWKdantlR,nAUSEDGJDC,bLJjdgJcQr,OBqJUZIkHS,crtqKOUFiA,nNWSUbSzVD,2023-10-18 08:02:19,2023-01-05 15:03:36,True,True,id_260
336,982.4835090838193,413,402.9830438592837,566,267.1205743242432,324,519.7581342276076,263,318.4485871166127,pLDNhsuUzr,OEpZwyDcFz,vwuEXldHUO,jUUtFocmjw,bseKQBRVRf,NkQgpRaVxU,2022-10-28 12:36:39,2020-03-11 17:47:39,False,False,id_261
715,202.51942691336689,869,100.15160562115078,787,977.0779297188643,60,878.8070563652795,297,76.88546271880492,vjSTjcjpFj,YHDZKTBjxD,kAURFENxpK,EkAhCrSHIN,rpnbnJRlea,sVYHGHGVRZ,2022-03-14 16:17:15,2022-07-23 05:59:22,False,False,id_262
534,798.3878830699338,712,573.6854771269162,111,50.009353825428036,408,923.2174462029116,273,380.48572534889036,mDnTybpWZB,etvihlXuWL,gEDyhBkoEX,eTcpTSNxuw,KldKarGFxQ,MmnvnYHWAy,2023-07-19 23:35:45,2021-06-17 10:59:57,True,False,id_263
723,620.1707283537421,308,87.45481392050225,876,651.0641639434172,652,68.62947159808752,223,724.30671954954,NrFeGejcAw,GxxYHLSEXC,kynokWxoNe,DsTojRulHV,sgFfDqEGvt,aghrcNMeDI,2021-10-18 07:28:49,2022-01-21 08:29:34,False,False,id_264
552,267.969537771936,448,543.4088735192371,919,100.45532856801209,701,843.6077580317177,364,827.8217805332888,DzAIAIEsRM,cFXxxHugjY,RfaekFkrPA,kyBqyakIZT,pquGyUUadl,EpgofZJIFK,2023-05-19 16:53:24,2021-02-26 07:52:05,True,True,id_265
107,453.2478290077824,939,792.040222537537,619,145.66826190250538,568,695.8963679120226,727,682.6879339805251,iYkZZpxoqJ,JGwRARPFJF,qXroLOnfNc,DsezhsNNpE,UdAwVHIxNE,XaKnvzGCnK,2020-07-10 17:42:24,2022-09-23 14:51:27,True,False,id_266
969,401.26512057800255,196,308.9802958872745,327,505.26761323047685,382,784.4216832615884,445,958.5777597844644,qjHMYnPGnI,RYKZHosRVV,wfIdOQRNnh,GsSezWrQMj,nkLnbeFYtp,KgypLFvNqO,2022-02-08 04:42:25,2021-05-15 10:22:28,False,True,id_267
976,329.87096711526067,246,706.3488957890833,148,858.7742444030674,184,512.1087967541539,938,808.8735103522213,prRVRFXTVp,nqefJZOGDn,xonKBchkHa,YIPSyrNLyk,UWbQfAgqPS,VJWifJkfnQ,2020-10-11 13:49:24,2020-04-22 04:29:22,True,True,id_268
852,705.8778670066507,93,577.7741560689554,744,219.33526936794013,368,866.9164368863662,692,169.78468691389693,hIlrXAKPgr,ajgrOTsSPv,BpjJPsnfLz,NcRvPMmlxc,hUDmKMVRaH,MvvrnFafxh,2021-05-27 06:07:28,2023-09-09 01:47:23,False,False,id_269
115,513.7656976482715,449,794.7346402674638,820,314.0027879270969,876,735.9201956175885,389,366.41846973165207,pYuoqJvHqq,RjsZrkhQAy,hQYaZcbBCd,CArCxbCtQI,ikQubYfZHq,JSaPnYoHlo,2021-11-06 07:08:53,2022-01-26 21:34:05,False,True,id_270
11,650.2686582644995,983,134.8373628661057,390,477.27995877548676,437,262.38321132414734,856,559.4399183961516,lERzuBdMtW,ebtSlWXOUQ,eVGQLXDVzd,SODsRwbEPL,ltGsxkIVAn,hhzlkULlZP,2020-03-03 20:57:43,2020-05-30 15:29:54,True,True,id_271
778,963.0873523380181,773,940.5720812967079,900,151.45802774541795,793,56.6912041159261,378,969.4220104875775,tIUCCHDBUH,VAZpJNUVtU,wGstlFPWjr,BlZcBOsWcC,FsmVWOxWoZ,PGwPBNaHZE,2022-09-16 01:23:49,2021-03-14 02:03:32,False,False,id_272
33,338.5710514309711,8,806.1171388595583,404,952.7539098617991,490,741.8482826989981,662,871.7511674700511,uTiKxckSKF,LQOzTAwtwG,rUXbERUppS,EYQIMQUUPq,MSfsVkXbeW,xNrcganVOH,2022-08-01 04:33:12,2020-06-29 14:04:12,False,False,id_273
17,499.1201560396633,499,840.1964125749264,390,612.08247641256,863,435.14641678940836,771,662.9795594770975,GfVskNpygp,IGKGtFHNLD,ZXjvSIMGQs,owmhHrTXZn,oTWqaMMgoV,JmkIrPobsp,2022-02-23 08:08:58,2020-10-20 10:08:30,False,True,id_274
249,527.8506080903145,418,268.5522344901342,304,703.162634881845,478,905.4212247588982,317,284.66930671870716,nKWndhfEvZ,OcDxSIwQEl,gCpWNXvsVv,jSvKtmidNV,CwFSnaonIw,IpiUYrpbuf,2021-07-17 13:56:09,2023-04-02 20:44:38,True,False,id_275
942,572.3286574029977,164,589.4265587139377,723,929.8590359011977,345,456.00117073980874,104,650.2086818078017,OFViCDYRvE,UKrzjRFWeO,DlhPeadrqr,kdNOqAZYNZ,zATBuiTDPx,MuDJhMofYx,2023-02-01 18:47:50,2022-12-21 03:55:59,False,True,id_276
897,310.21709584416226,706,315.86058092325607,736,216.97246894849664,175,662.0198712189425,641,689.135226415065,MdUUFjcLWL,yPRGFCsFiS,HCLPCPjdwY,iHzsWfVvxv,KWqOdiSrts,XKrPqwclCH,2020-08-02 19:25:37,2021-09-17 03:12:47,False,False,id_277
960,378.6712708326135,304,538.2719829445795,961,227.5966638849184,300,891.9339679749978,900,655.4183982105752,vJNxysMIQL,ktQWsEJzgT,UyMcYJQBNG,UvIjHELHvB,lRiqBOiDZJ,wEgHvkpzGJ,2023-05-02 09:16:36,2022-08-04 22:46:12,False,False,id_278
311,568.3464176424628,759,986.1375408254363,350,904.1771147954689,972,9.916636094224884,668,1.5683301236092406,bzqykyRxFg,gGsOqcwtsg,ybhVtjJvJQ,lOLOJdTZnY,PjmAkbhKWo,nWksYqjPqn,2023-08-17 18:36:34,2023-03-04 08:58:56,True,True,id_279
782,788.2142130221243,178,851.9353645605368,942,967.6537714645215,97,76.90617914117558,412,17.842692536006123,UqAHcXKcGT,SBOwDtWKLW,rptvHYCDLU,MZQLTHGMSw,KkkynAfayy,qzQzcINEor,2023-04-16 06:21:40,2020-05-25 01:06:46,True,True,id_280
395,1.1920023217550924,539,225.12317491336654,150,380.7518063190629,648,356.69939721095136,47,523.2987627511247,QjnpEXCCVc,JjGoimQKIz,wBhUlLxYGv,qOeBXmvbAE,YjoRdscDQo,KfEIHZdxhe,2023-01-22 20:24:12,2021-07-28 04:09:23,True,False,id_281
417,582.6077913954534,4,187.55190538186116,742,35.175421973350105,619,922.0001809730635,565,760.4915947444126,SMUSbKZQmr,bkojErPZVH,KeKtPikPYI,HvzCEueBzu,DCUaRmGPJS,AlBKWIzGmj,2022-01-01 07:53:04,2023-06-20 03:22:00,True,False,id_282
55,813.5882037224965,182,356.74215532538557,269,722.9765882593014,106,493.4310718786712,152,213.1830532606086,yqbyrfdCXa,NNXRuiTZBU,oRpfnaqQPS,XRvkWfaFeU,fXvGeZzIqV,PqmcoKDjFc,2021-10-29 07:15:03,2023-06-27 04:35:25,False,True,id_283
867,458.87196008890186,929,764.3445768680929,622,973.6574656061312,366,268.13767409193224,989,553.0694923473401,yCqpGZnmXA,eVSPRZpExa,XbMrARXhnn,CrsFWDYysb,ywtSCldScl,qRmMAyRlKA,2020-01-30 11:50:21,2021-12-04 04:26:07,True,False,id_284
355,535.9089789832786,405,405.07067346262403,289,835.1232560496605,44,772.2079545105665,9,71.14118654918533,NblQbwhgTO,mYDQZSMrQf,iFaoPibGNJ,EMdLcMmMvS,TwydtzbLKI,OfDRPGScqL,2022-01-27 07:13:44,2023-11-24 22:09:55,True,False,id_285
841,893.1676946508331,845,705.1497127297273,825,750.2786917492086,657,491.001750078489,314,439.87299916044856,bgueOBGPCj,xxqilRNOJn,gPJJqcpzVc,faqGelEsEb,omGflJivbX,wArloJAzxZ,2022-08-24 14:04:05,2020-06-28 14:32:52,False,True,id_286
187,915.6564832766603,918,150.14292824032503,521,125.96357631180766,743,150.88645837018356,273,541.7438097617791,vowrojpXyY,ABRrqnTwGy,AMBMxTdmVW,CrLoHvJEAX,dklmIAyzsO,dOvpfVJGWn,2023-10-11 18:58:22,2021-12-01 22:40:20,False,True,id_287
248,677.1141920589705,855,824.9543903811606,186,277.3176733193511,674,975.7674513494087,737,666.1464204370448,LPNKZJcDoV,fYlGzbIosp,lzjrVLvtZS,nXGpJapZKf,ZGPdkLjqTd,iyEoQnZQia,2022-08-31 07:08:24,2020-01-08 04:38:47,True,False,id_288
521,456.8162830376872,534,602.8275905867343,362,891.3959620873355,943,157.02144286150065,52,262.31915892393687,QVqNGhcGlh,DbQRFfABPO,xEFHDmoBhU,bRiBzMFifK,mTdegtIaTU,YNbYgKPIRk,2021-04-28 15:40:45,2020-12-31 12:25:12,True,False,id_289
897,946.9344123426293,103,565.7577880617598,476,164.6243503552891,835,201.56963513482185,118,126.32475097734819,WfPothMCKF,ZdiBLEYfde,kWxoPZBuzS,UykdqqqBoz,wPBjGJWQhh,VwqozserYC,2023-04-29 11:00:43,2021-12-04 12:38:45,False,True,id_290
195,224.8902593257801,742,895.0321488988986,567,292.1349276360831,606,197.83138308188563,492,164.79340611993177,TgBqgGnMRz,QyQyfLJCql,moNrYcPfkj,pkKIGfmTFo,nnpvFEoBpw,ppYqTjBEoM,2023-10-23 10:55:29,2022-04-14 14:46:38,True,True,id_291
585,44.82015771836845,69,860.9842985775264,288,222.90530519687047,534,867.5316918744101,439,979.7298497638393,SyFnmtFaWp,UmgvJawEAh,pbqWZOReLX,HsKNaDMYTV,BSiQVgswyd,WCgAArsRAE,2021-07-07 05:59:59,2023-05-31 20:36:07,True,False,id_292
107,964.4019564643216,410,881.9011444298907,922,829.7494438577587,438,629.0689430282307,670,404.81961208597875,EWpshZMonx,xTBKVJyWOy,KDtaPgVHQw,WSWmMMJiQk,MDjguLWUuj,kbadVDuajz,2022-08-30 09:22:55,2021-11-17 06:52:45,False,False,id_293
77,645.2489380556898,905,420.2072706709563,695,403.1922285307763,54,879.6979910818634,553,876.8160116209865,ghyOXZWUIJ,GvXtkiZkcU,PyvgLpkhKs,PqsbDkfnrS,bdmwBTNrQD,SxRFVNiPUZ,2022-12-20 09:15:21,2020-09-06 20:03:47,False,True,id_294
665,824.7471929974263,666,116.69077572691377,733,546.0440680002415,517,98.27902214098671,140,123.45227884804599,IdHDoHQyhg,CHQHHXyBZU,TcsarCKlmg,ysYrmolabx,kCyXwvOpXU,VEmAbVxWPI,2022-05-31 04:11:14,2020-03-21 06:39:57,True,False,id_295
980,189.38919320767278,302,433.77136818109585,22,155.80055665957715,768,382.92934630067856,764,885.2805687715601,TNJPVoeneS,TJozEuqfwz,YSXSZnFWQm,LWejWeeQIU,AVQLJjvZRs,lPKZZqVZRz,2021-04-08 00:14:27,2021-09-15 00:33:48,True,True,id_296
407,585.986625626166,234,335.1002546920713,863,299.4830800325267,283,422.92441161269056,571,958.7445458702797,EQCSnYebjq,EuJGUDqqws,xpkCHdYHTP,tmthSbpEwB,sByUlgNfmU,fYmhHBnPAn,2020-04-20 10:32:07,2023-11-28 15:17:45,False,False,id_297
115,782.0737379960843,27,154.79099426465325,632,952.3724202546128,865,341.734123391049,960,976.9356206929575,AWTtjDIDJC,YfRLQFscYg,ABRhawPNXY,oISXGOAcAq,tCHDlQinfP,tQeCCaclWK,2023-01-13 14:10:39,2020-03-04 19:47:57,False,False,id_298
807,971.4484964800434,749,426.04440864788626,711,101.55880800166128,906,695.387485278922,605,152.145545157954,BCEWrKCKFk,gESibfygsW,iYvDgxyzEm,NHyKzCJJvV,kxMaYnEAFu,HGwmNAKLEK,2022-10-28 09:19:27,2022-09-04 02:35:30,True,True,id_299
241,857.5829141741131,926,579.7016244846925,157,653.5419795315767,285,358.9396488545676,24,468.58147891644086,mqXvpqrgoo,fcxuZJUmiT,luTUgDMxSP,HlGzCDLoCE,YtcSWBkXib,wmPerVKVrB,2022-12-09 09:20:03,2023-07-26 18:55:46,True,False,id_300
458,520.553217976039,468,180.03922534071114,783,259.16283490787583,136,904.7999043808052,894,61.16152066493152,LmPAfZncGY,yqLNywUwbs,JduFMDnxxK,FdmBgkJXBj,geyeCcyXHT,nUEkWFuewI,2023-03-05 18:01:12,2023-10-19 23:03:43,True,True,id_301
74,164.33411224343763,612,470.88291345269084,588,886.6136493513095,937,865.60256434299,248,258.72054108731345,xEMLXfQsSg,wzPzKHXcqL,SPAMammCIs,iDoASmspit,UEKKuMNOoU,TDsIWCZRRZ,2021-06-07 07:14:07,2023-02-15 18:42:09,True,True,id_302
40,321.66628259981036,927,246.07719574879573,735,279.9509370375224,770,58.09466365093152,622,527.2446697954434,jgxFstEWMJ,bdueunRCYM,bMOGiXZAuL,OYeYkRDjlv,pFOVjvyqWF,XPVAImhteP,2020-06-05 02:42:52,2020-04-26 20:56:05,True,False,id_303
816,951.62363492434,877,313.45480016320147,151,747.1168805712324,615,670.0466089490096,805,959.8017826627934,nKynYgKVnt,LEFLxbPnBf,xvNNZtrUZV,ikevfbrHRI,LftAdIeeZh,jPDszahmGO,2020-04-19 21:29:01,2023-10-10 04:28:33,True,False,id_304
857,705.7044795212264,281,198.2007548484871,158,63.90510329392929,749,544.6231377384752,991,101.311998435902,jFjdXhopDN,OdjzkfYJwa,lEzWxlYajm,TZhudYOlYX,IeBcSkjYSk,QMXFDpxBQX,2020-11-19 15:48:14,2023-05-17 00:42:47,True,False,id_305
827,433.0020360402681,39,760.7157390350043,752,70.02748413900295,88,915.5466036442613,595,358.99906648908296,leZWSgwHqi,mxMZdewULD,YTwRPduuxy,PBaLEWMfKL,EJvcqEjBHS,ICCIRSbyNW,2023-07-24 22:14:27,2021-04-05 23:48:02,True,False,id_306
845,720.5931255145201,267,610.7532718787214,642,70.7902119253212,271,147.73843226771987,298,246.40111790829334,xDIdeZXgTj,CPCnHeevXM,qZUbGmkuFt,MOrQvsvsSt,tECDCwoPXj,kIMmVUznus,2023-05-14 20:42:24,2022-05-07 20:15:39,False,True,id_307
594,973.040716602085,649,758.2550123794073,483,446.02662623144374,884,807.7621075302706,50,434.7060600757636,bkfILeZfAd,CyGCXpdrHB,tCKzTxgCyi,mhEJvOUAsP,kbpqvcIBpT,rCsSICxzCu,2022-12-02 07:15:19,2020-02-22 07:50:04,False,True,id_308
119,418.2276791845466,164,836.6502406763778,431,295.8997242213379,80,206.04341508809753,755,453.3418085022601,UeVLOiYxtl,jiQeOfvfYR,pLyWbLktFz,zFmRrqPjqP,AcrntZGswZ,QMlcDPRyAj,2021-04-17 00:11:59,2023-12-06 01:30:26,True,False,id_309
664,257.4264152490531,767,490.1871521436906,847,378.44402313116257,318,8.303707073563427,848,193.49618822314818,dvVsSRAmxf,rTaorUuuXI,aPEWsKgUNr,JtETcSxDov,txFwYZPIxo,QIZPPpamKL,2020-12-01 23:42:46,2020-08-06 15:05:20,True,True,id_310
10,247.6933945009444,241,614.6401731838858,381,890.7566173188288,641,380.9028387602359,938,447.79957648432276,obeFbcSIsY,VuCjrhEVkK,WVOmNmQOFg,PxuaIwXeRa,akoUmzILIW,OEvlzDLYlJ,2020-09-20 10:23:46,2020-10-26 06:30:32,True,True,id_311
13,111.5952610682821,714,437.1404292238177,886,506.0094809667831,992,214.62195157986775,997,710.8465439882625,EyyIzPfokx,IhSAofGwuD,thWTPuhioR,XhBOQNslVm,JFhOweWdng,SkkwLPmkZE,2020-12-23 20:02:48,2022-06-13 06:17:18,True,False,id_312
253,859.8105987987315,963,970.2772774512779,840,393.9148370240134,992,859.0390125458816,332,842.0180197153499,xVAjvPfjul,DxfTOZabSi,eBIHaMQkDZ,OBdYNgcRcB,INJLauUMVW,yqTjqEAfWP,2023-07-29 23:18:49,2023-07-26 15:32:29,True,False,id_313
19,492.15809414475154,717,693.7724987899675,964,949.7686007016841,751,892.7577999364383,220,398.81805993014706,hROEsqJDNh,rBmeQfWxTZ,lBkiuFHHRP,tPdPmSBSHb,FJkoaoSwQV,eMgeKoiIBD,2020-04-23 08:35:53,2022-05-20 19:07:20,True,True,id_314
513,509.91731040973286,413,229.53655295068666,931,833.2061609633328,692,395.81865074770775,13,334.88011738281097,driFVvCYpw,mtWpMldyQj,jsTzfEJqwl,CNajgqNeMS,ohyqCCdFwA,eFUqmHDXmT,2022-09-09 07:34:22,2020-07-24 18:40:54,False,True,id_315
573,700.8673988822045,496,242.93355450239685,53,901.1549179332096,580,368.05225743682126,614,732.4843222796235,GiaZrZKkMR,xQAICRItZx,QgcGnlJZGy,agWlLQzEat,slRHfyPHQF,gABevyfxMa,2021-06-07 16:06:32,2022-07-20 05:39:14,True,True,id_316
913,603.6692607271322,846,380.9215656666338,979,942.0294219833664,699,937.7435233162283,386,248.0148674197046,QYHOocBHck,KNGxOWGIlq,DSbtveSlvU,cCnylrnWae,jLSZnXlXmQ,DiMWpIyVQw,2023-08-20 16:44:26,2022-11-13 13:25:54,False,True,id_317
948,159.56783511064654,931,16.613290287805338,931,348.82277918830454,666,345.97601545370225,805,263.38078886294534,iJkQOMkjng,MyZQvTntSh,wrINKOswQG,MFvKqzCIkC,VpalAaCUYA,XPXKwgkgpl,2021-05-25 00:11:46,2023-02-09 12:49:23,True,False,id_318
987,246.07058241525215,720,404.33274914400585,65,940.9204665266919,134,776.1322462824226,988,27.201277477852503,LbmSzalSTG,upQwgvhbkZ,CUevUcNTVF,TyqyACuUMB,peRXrKgPGF,rhGMTHvAYe,2023-08-14 15:21:43,2022-05-16 05:15:25,False,True,id_319
240,871.2494588102885,949,442.42086617846786,487,532.1976422577326,374,841.1554989578678,356,710.8377252693708,wXhiPjTlxk,KPFQKfarax,ZTZFojfknY,liclWPBenI,PQSasYQTWX,fWMTNKOjbB,2021-01-29 12:47:24,2022-08-21 22:49:45,False,False,id_320
